town,n_obs,const,dist_mrt,dist_hcen,dist_scen,bus_count_400m,resale_age,storey_mid,type_2 ROOM,type_3 ROOM,type_4 ROOM,type_5 ROOM,type_EXECUTIVE,type_MULTI-GENERATION,model_3Gen,model_Adjoined flat,model_Apartment,model_DBSS,model_Improved,model_Improved-Maisonette,model_Maisonette,model_Model A,model_Model A-Maisonette,model_Model A2,model_Multi Generation,model_New Generation,model_Premium Apartment,model_Premium Apartment Loft,model_Simplified,model_Standard,model_Terrace,model_Type S1,model_Type S2
JOO SENG,48,8.67547573118,0.0004355560444457701,0.0004459532802875629,7.15644245684599e-05,-0.016672154033169684,-0.011424459092724881,0.007126169813004249,1.8662342715339168e-13,1.82493269047022,2.0995716616198052,2.404378245921656,2.3465931331681986,0.0,0.0,0.0,0.0,0.0,2.072025362490624,0.0,2.3465931331681915,2.1659221293294593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0909351061916865,0.0,0.0,0.0
JURONG WEST CENTRAL,378,9.401330581528168,-0.0002829892991658956,0.00014810989640528778,7.181645503526917e-05,-0.002819525687797475,-0.005251884621434472,0.0061947343036150015,1.3689057639160414,1.7448146768528487,1.944671831925438,2.083889360531228,2.259048948302587,-5.344114485802366e-16,-6.888343109194032e-16,5.732996875555387e-17,1.8957841221371878,0.0,1.8905742090269864,0.0,0.0,1.881254511464667,0.0,1.830958289146499,0.0,0.0,1.9027594497528226,0.0,0.0,0.0,0.0,0.0,0.0
KAKI BUKIT,213,9.796139755558755,-8.227248511544693e-05,-1.841235300166586e-05,3.566549810740064e-05,0.0028825175745107456,-0.011078444157023443,0.009521689122220761,1.3894118154980135,1.6359464986617038,1.882132461351318,2.1454650873039776,2.743183892743791,-2.300132553088824e-16,2.0582115614688202e-17,-2.0807788581126486e-16,1.3546014630785326,0.0,1.7213017481106323,0.0,1.3885824296652676,1.8365468974943724,0.0,0.0,0.0,1.7795065110350885,0.0,0.0,1.7156007061749527,0.0,0.0,0.0,0.0
KAMPONG JAVA,49,8.44091400584944,-7.917469789616577e-05,-0.00010472095369250256,-0.00015461142134394132,0.014258891638843307,-0.005106500471201647,0.0065731622920220945,2.652890500682366e-15,2.3177840408475596,2.6247257871330048,3.49840417786888,0.0,0.0,0.0,0.0,0.0,0.0,1.7920671694075878,0.0,0.0,2.515121273467256,0.0,0.0,0.0,2.4273885545133034,0.0,0.0,0.0,1.7063370084612899,0.0,0.0,0.0
KAMPONG TIONG BAHRU,36,8.861123938239313,-0.0006837002205510277,-0.0002143731532806151,0.00017001350018252788,-0.0018940523894679373,-0.0108047436496152,0.012345981618390955,1.0208470182349692e-15,2.648381676197743,2.993270189366161,3.2194720726754307,-3.085694516720088e-16,0.0,0.0,0.0,0.0,0.0,2.176135362956463,0.0,0.0,2.259201757507569,0.0,0.0,0.0,2.239185517482898,0.0,0.0,0.0,2.1866013002923994,0.0,0.0,0.0
KAMPONG UBI,92,9.129528192268573,-0.0002099739968385592,-0.00014331822753075457,-1.0855330620826442e-05,-0.003008347522782895,-0.005529719078912199,0.006988028412971706,-1.5806351570260059e-15,2.0303957680431335,2.289871481491454,2.3145759914437556,2.4946849512902443,0.0,0.0,0.0,0.0,0.0,2.314575991443759,0.0,2.4946849512902443,2.2337831835802184,0.0,0.0,0.0,0.0,0.0,0.0,2.086484065954334,0.0,0.0,0.0,0.0
KANGKAR,190,9.760909574939225,-0.00024210959649324099,-2.526292823806439e-05,6.745052129457363e-05,-0.0036347437981953945,-0.007269924617264653,0.009531186914950786,4.199292102371346e-15,2.0914221974614535,2.359389184258244,2.601398816883412,2.7086993763361242,6.013892219221569e-16,-2.894359455869529e-16,1.4557033944555835,1.4763168672752802,0.0,1.2786876342618365,0.0,1.5693826172067347,1.3670851983410675,0.0,0.0,0.0,1.2968973642531512,1.3168364991455803,0.0,0.0,0.0,0.0,0.0,0.0
KEAT HONG,317,9.324297969577549,-8.893028693730907e-05,-0.00010107621037873772,0.00014800179380276032,-0.0019361635473084948,-0.0033885897233958753,0.0073180553530978465,1.345100444296202,1.6952975724340098,1.9163568551653694,2.0777148560479874,2.28982824163396,-1.300044807384901e-16,8.37689702674133e-16,-1.008481201104851e-17,1.8588773882968894,0.0,1.8851886213202498,0.0,1.9335877799356869,1.862736727477495,0.0,0.0,0.0,0.0,1.7839074525472136,0.0,0.0,0.0,0.0,0.0,0.0
KEBUN BAHRU,153,9.472315910049474,3.217077501572324e-05,4.926338712743332e-06,0.00010482795024897677,-0.0031459845138551157,-0.005981558158912936,0.010099622530888364,1.4316267265743257,1.6113535771721927,1.852765299591321,2.3648313287429907,2.2117389779686123,2.3598710080737167e-16,-1.3414991584768304e-17,0.0,2.211738977968614,0.0,1.745357658525625,0.0,0.0,1.9924563216194828,0.0,0.0,0.0,1.8640384642526475,0.0,0.0,0.0,1.6587244876831053,0.0,0.0,0.0
KEMBANGAN,163,9.683173679971823,-0.00011690903006105835,0.00014719394084447644,0.00012998651628475834,0.004845830690523384,-0.011006131527016953,0.010663458490026728,1.2060192936067975,1.6516324792121793,1.9325250264861724,2.1499587551092567,2.7430381255574248,-5.804592083405446e-16,3.610033517583542e-17,6.128308001037701e-16,1.3818723340923977,0.0,1.7286435099490636,0.0,1.361165791465023,1.731272720954951,0.0,0.0,0.0,1.6983653830388388,0.0,0.0,0.0,1.7818539404715468,0.0,0.0,0.0
